study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	tax_id	scientific_name	instrument_model	library_layout	fastq_ftp	fastq_galaxy	submitted_ftp	submitted_galaxy	sra_ftp	sra_galaxy	cram_index_ftp	cram_index_galaxy
PRJNA472383	SAMN09233328	SRS3324325	SRX4108676	SRR7192061	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/001/SRR7192061/SRR7192061_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/001/SRR7192061/SRR7192061_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/001/SRR7192061/SRR7192061_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/001/SRR7192061/SRR7192061_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR719/001/SRR7192061	ftp.sra.ebi.ac.uk/vol1/srr/SRR719/001/SRR7192061		
PRJNA472383	SAMN09233328	SRS3324325	SRX4108676	SRR7192062	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/002/SRR7192062/SRR7192062_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/002/SRR7192062/SRR7192062_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/002/SRR7192062/SRR7192062_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/002/SRR7192062/SRR7192062_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR719/002/SRR7192062	ftp.sra.ebi.ac.uk/vol1/srr/SRR719/002/SRR7192062		
PRJNA472383	SAMN09233328	SRS3324325	SRX4108676	SRR7192063	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/003/SRR7192063/SRR7192063_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/003/SRR7192063/SRR7192063_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/003/SRR7192063/SRR7192063_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/003/SRR7192063/SRR7192063_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR719/003/SRR7192063	ftp.sra.ebi.ac.uk/vol1/srr/SRR719/003/SRR7192063		
PRJNA472383	SAMN09233328	SRS3324325	SRX4108676	SRR7192064	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/004/SRR7192064/SRR7192064_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/004/SRR7192064/SRR7192064_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/004/SRR7192064/SRR7192064_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/004/SRR7192064/SRR7192064_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR719/004/SRR7192064	ftp.sra.ebi.ac.uk/vol1/srr/SRR719/004/SRR7192064		
PRJNA472383	SAMN09233327	SRS3324326	SRX4108677	SRR7192065	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/005/SRR7192065/SRR7192065_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/005/SRR7192065/SRR7192065_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/005/SRR7192065/SRR7192065_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/005/SRR7192065/SRR7192065_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR719/005/SRR7192065	ftp.sra.ebi.ac.uk/vol1/srr/SRR719/005/SRR7192065		
PRJNA472383	SAMN09233327	SRS3324326	SRX4108677	SRR7192066	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/006/SRR7192066/SRR7192066_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/006/SRR7192066/SRR7192066_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/006/SRR7192066/SRR7192066_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/006/SRR7192066/SRR7192066_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR719/006/SRR7192066	ftp.sra.ebi.ac.uk/vol1/srr/SRR719/006/SRR7192066		
PRJNA472383	SAMN09233327	SRS3324326	SRX4108677	SRR7192067	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/007/SRR7192067/SRR7192067_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/007/SRR7192067/SRR7192067_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/007/SRR7192067/SRR7192067_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/007/SRR7192067/SRR7192067_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR719/007/SRR7192067	ftp.sra.ebi.ac.uk/vol1/srr/SRR719/007/SRR7192067		
PRJNA472383	SAMN09233327	SRS3324326	SRX4108677	SRR7192068	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/008/SRR7192068/SRR7192068_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/008/SRR7192068/SRR7192068_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/008/SRR7192068/SRR7192068_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/008/SRR7192068/SRR7192068_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR719/008/SRR7192068	ftp.sra.ebi.ac.uk/vol1/srr/SRR719/008/SRR7192068		
PRJNA472383	SAMN09233377	SRS3324327	SRX4108678	SRR7192069	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/009/SRR7192069/SRR7192069_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/009/SRR7192069/SRR7192069_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/009/SRR7192069/SRR7192069_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/009/SRR7192069/SRR7192069_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR719/009/SRR7192069	ftp.sra.ebi.ac.uk/vol1/srr/SRR719/009/SRR7192069		
PRJNA472383	SAMN09233376	SRS3324328	SRX4108679	SRR7192070	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/000/SRR7192070/SRR7192070_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/000/SRR7192070/SRR7192070_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/000/SRR7192070/SRR7192070_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/000/SRR7192070/SRR7192070_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR719/000/SRR7192070	ftp.sra.ebi.ac.uk/vol1/srr/SRR719/000/SRR7192070		
PRJNA472383	SAMN09233376	SRS3324328	SRX4108679	SRR7192071	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/001/SRR7192071/SRR7192071_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/001/SRR7192071/SRR7192071_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/001/SRR7192071/SRR7192071_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/001/SRR7192071/SRR7192071_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR719/001/SRR7192071	ftp.sra.ebi.ac.uk/vol1/srr/SRR719/001/SRR7192071		
PRJNA472383	SAMN09233376	SRS3324328	SRX4108679	SRR7192072	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/002/SRR7192072/SRR7192072_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/002/SRR7192072/SRR7192072_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/002/SRR7192072/SRR7192072_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/002/SRR7192072/SRR7192072_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR719/002/SRR7192072	ftp.sra.ebi.ac.uk/vol1/srr/SRR719/002/SRR7192072		
PRJNA472383	SAMN09233375	SRS3324329	SRX4108680	SRR7192073	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/003/SRR7192073/SRR7192073_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/003/SRR7192073/SRR7192073_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/003/SRR7192073/SRR7192073_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/003/SRR7192073/SRR7192073_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR719/003/SRR7192073	ftp.sra.ebi.ac.uk/vol1/srr/SRR719/003/SRR7192073		
PRJNA472383	SAMN09233375	SRS3324329	SRX4108680	SRR7192074	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/004/SRR7192074/SRR7192074_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/004/SRR7192074/SRR7192074_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/004/SRR7192074/SRR7192074_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/004/SRR7192074/SRR7192074_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR719/004/SRR7192074	ftp.sra.ebi.ac.uk/vol1/srr/SRR719/004/SRR7192074		
PRJNA472383	SAMN09233375	SRS3324329	SRX4108680	SRR7192075	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/005/SRR7192075/SRR7192075_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/005/SRR7192075/SRR7192075_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/005/SRR7192075/SRR7192075_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/005/SRR7192075/SRR7192075_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR719/005/SRR7192075	ftp.sra.ebi.ac.uk/vol1/srr/SRR719/005/SRR7192075		
PRJNA472383	SAMN09233374	SRS3324330	SRX4108681	SRR7192076	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/006/SRR7192076/SRR7192076_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/006/SRR7192076/SRR7192076_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/006/SRR7192076/SRR7192076_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/006/SRR7192076/SRR7192076_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR719/006/SRR7192076	ftp.sra.ebi.ac.uk/vol1/srr/SRR719/006/SRR7192076		
PRJNA472383	SAMN09233374	SRS3324330	SRX4108681	SRR7192077	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/007/SRR7192077/SRR7192077_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/007/SRR7192077/SRR7192077_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/007/SRR7192077/SRR7192077_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/007/SRR7192077/SRR7192077_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR719/007/SRR7192077	ftp.sra.ebi.ac.uk/vol1/srr/SRR719/007/SRR7192077		
PRJNA472383	SAMN09233374	SRS3324330	SRX4108681	SRR7192078	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/008/SRR7192078/SRR7192078_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/008/SRR7192078/SRR7192078_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/008/SRR7192078/SRR7192078_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/008/SRR7192078/SRR7192078_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR719/008/SRR7192078	ftp.sra.ebi.ac.uk/vol1/srr/SRR719/008/SRR7192078		
PRJNA472383	SAMN09233373	SRS3324331	SRX4108682	SRR7192079	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/009/SRR7192079/SRR7192079_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/009/SRR7192079/SRR7192079_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/009/SRR7192079/SRR7192079_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/009/SRR7192079/SRR7192079_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR719/009/SRR7192079	ftp.sra.ebi.ac.uk/vol1/srr/SRR719/009/SRR7192079		
PRJNA472383	SAMN09233373	SRS3324331	SRX4108682	SRR7192080	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/000/SRR7192080/SRR7192080_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/000/SRR7192080/SRR7192080_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/000/SRR7192080/SRR7192080_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/000/SRR7192080/SRR7192080_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR719/000/SRR7192080	ftp.sra.ebi.ac.uk/vol1/srr/SRR719/000/SRR7192080		
PRJNA472383	SAMN09233373	SRS3324331	SRX4108682	SRR7192081	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/001/SRR7192081/SRR7192081_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/001/SRR7192081/SRR7192081_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/001/SRR7192081/SRR7192081_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/001/SRR7192081/SRR7192081_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR719/001/SRR7192081	ftp.sra.ebi.ac.uk/vol1/srr/SRR719/001/SRR7192081		
PRJNA472383	SAMN09233372	SRS3324332	SRX4108683	SRR7192082	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/002/SRR7192082/SRR7192082_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/002/SRR7192082/SRR7192082_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/002/SRR7192082/SRR7192082_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/002/SRR7192082/SRR7192082_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR719/002/SRR7192082	ftp.sra.ebi.ac.uk/vol1/srr/SRR719/002/SRR7192082		
PRJNA472383	SAMN09233372	SRS3324332	SRX4108683	SRR7192083	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/003/SRR7192083/SRR7192083_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/003/SRR7192083/SRR7192083_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/003/SRR7192083/SRR7192083_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/003/SRR7192083/SRR7192083_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR719/003/SRR7192083	ftp.sra.ebi.ac.uk/vol1/srr/SRR719/003/SRR7192083		
PRJNA472383	SAMN09233372	SRS3324332	SRX4108683	SRR7192084	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/004/SRR7192084/SRR7192084_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/004/SRR7192084/SRR7192084_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/004/SRR7192084/SRR7192084_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/004/SRR7192084/SRR7192084_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR719/004/SRR7192084	ftp.sra.ebi.ac.uk/vol1/srr/SRR719/004/SRR7192084		
PRJNA472383	SAMN09233372	SRS3324332	SRX4108683	SRR7192085	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/005/SRR7192085/SRR7192085_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/005/SRR7192085/SRR7192085_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/005/SRR7192085/SRR7192085_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/005/SRR7192085/SRR7192085_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR719/005/SRR7192085	ftp.sra.ebi.ac.uk/vol1/srr/SRR719/005/SRR7192085		
PRJNA472383	SAMN09233372	SRS3324332	SRX4108683	SRR7192086	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/006/SRR7192086/SRR7192086_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/006/SRR7192086/SRR7192086_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/006/SRR7192086/SRR7192086_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/006/SRR7192086/SRR7192086_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR719/006/SRR7192086	ftp.sra.ebi.ac.uk/vol1/srr/SRR719/006/SRR7192086		
PRJNA472383	SAMN09233372	SRS3324332	SRX4108683	SRR7192087	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/007/SRR7192087/SRR7192087_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/007/SRR7192087/SRR7192087_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/007/SRR7192087/SRR7192087_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/007/SRR7192087/SRR7192087_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR719/007/SRR7192087	ftp.sra.ebi.ac.uk/vol1/srr/SRR719/007/SRR7192087		
PRJNA472383	SAMN09233372	SRS3324332	SRX4108683	SRR7192088	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/008/SRR7192088/SRR7192088_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/008/SRR7192088/SRR7192088_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/008/SRR7192088/SRR7192088_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/008/SRR7192088/SRR7192088_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR719/008/SRR7192088	ftp.sra.ebi.ac.uk/vol1/srr/SRR719/008/SRR7192088		
PRJNA472383	SAMN09233372	SRS3324332	SRX4108683	SRR7192089	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/009/SRR7192089/SRR7192089_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/009/SRR7192089/SRR7192089_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/009/SRR7192089/SRR7192089_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/009/SRR7192089/SRR7192089_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR719/009/SRR7192089	ftp.sra.ebi.ac.uk/vol1/srr/SRR719/009/SRR7192089		
PRJNA472383	SAMN09233370	SRS3324333	SRX4108684	SRR7192090	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/000/SRR7192090/SRR7192090_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/000/SRR7192090/SRR7192090_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/000/SRR7192090/SRR7192090_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/000/SRR7192090/SRR7192090_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR719/000/SRR7192090	ftp.sra.ebi.ac.uk/vol1/srr/SRR719/000/SRR7192090		
PRJNA472383	SAMN09233370	SRS3324333	SRX4108684	SRR7192091	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/001/SRR7192091/SRR7192091_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/001/SRR7192091/SRR7192091_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/001/SRR7192091/SRR7192091_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/001/SRR7192091/SRR7192091_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR719/001/SRR7192091	ftp.sra.ebi.ac.uk/vol1/srr/SRR719/001/SRR7192091		
PRJNA472383	SAMN09233369	SRS3324334	SRX4108685	SRR7192092	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/002/SRR7192092/SRR7192092_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/002/SRR7192092/SRR7192092_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/002/SRR7192092/SRR7192092_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/002/SRR7192092/SRR7192092_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR719/002/SRR7192092	ftp.sra.ebi.ac.uk/vol1/srr/SRR719/002/SRR7192092		
PRJNA472383	SAMN09233369	SRS3324334	SRX4108685	SRR7192093	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/003/SRR7192093/SRR7192093_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/003/SRR7192093/SRR7192093_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/003/SRR7192093/SRR7192093_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/003/SRR7192093/SRR7192093_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR719/003/SRR7192093	ftp.sra.ebi.ac.uk/vol1/srr/SRR719/003/SRR7192093		
PRJNA472383	SAMN09233369	SRS3324334	SRX4108685	SRR7192094	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/004/SRR7192094/SRR7192094_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/004/SRR7192094/SRR7192094_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/004/SRR7192094/SRR7192094_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/004/SRR7192094/SRR7192094_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR719/004/SRR7192094	ftp.sra.ebi.ac.uk/vol1/srr/SRR719/004/SRR7192094		
PRJNA472383	SAMN09233369	SRS3324334	SRX4108685	SRR7192095	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/005/SRR7192095/SRR7192095_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/005/SRR7192095/SRR7192095_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/005/SRR7192095/SRR7192095_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/005/SRR7192095/SRR7192095_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR719/005/SRR7192095	ftp.sra.ebi.ac.uk/vol1/srr/SRR719/005/SRR7192095		
PRJNA472383	SAMN09233367	SRS3324335	SRX4108686	SRR7192096	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/006/SRR7192096/SRR7192096_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/006/SRR7192096/SRR7192096_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/006/SRR7192096/SRR7192096_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/006/SRR7192096/SRR7192096_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR719/006/SRR7192096	ftp.sra.ebi.ac.uk/vol1/srr/SRR719/006/SRR7192096		
PRJNA472383	SAMN09233367	SRS3324335	SRX4108686	SRR7192097	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/007/SRR7192097/SRR7192097_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/007/SRR7192097/SRR7192097_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/007/SRR7192097/SRR7192097_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/007/SRR7192097/SRR7192097_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR719/007/SRR7192097	ftp.sra.ebi.ac.uk/vol1/srr/SRR719/007/SRR7192097		
PRJNA472383	SAMN09233367	SRS3324335	SRX4108686	SRR7192098	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/008/SRR7192098/SRR7192098_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/008/SRR7192098/SRR7192098_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/008/SRR7192098/SRR7192098_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR719/008/SRR7192098/SRR7192098_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR719/008/SRR7192098	ftp.sra.ebi.ac.uk/vol1/srr/SRR719/008/SRR7192098		
